"taskai","vidurkis","trasos","uolos","viso_laipioja_metu","lygis","amzius_kai_pradejo","birth","ugis","svoris","lytis"
"7845","523.00","14","5","1","6B","15","1997-07-02 00:00:00","172","53","0"
"11706","487.75","23","3","2","6C+","27","1981-10-21 00:00:00","178","63","0"
"992","496.00","2","1","1","6A","28","1983-12-05 00:00:00","169","68","0"
"66768","521.63","127","20","3","7B","31","1980-05-20 00:00:00","180","73","0"
"21808","403.85","50","4","1","6C","22","1989-03-22 00:00:00","174","73","0"
"6421","458.64","14","2","2","6B+","20","1990-10-13 00:00:00","188","83","0"
"23822","626.89","37","10","3","7A+","19","1991-06-20 00:00:00","171","63","0"
"1402","701.00","2","2","1","7A","20","1990-11-03 00:00:00","182","68","0"
"270290","895.00","298","37","19","8B+","18","1974-05-14 00:00:00","172","68","0"
"3053","339.22","8","2","2","6C+","23","1988-02-19 00:00:00","172","83","0"
"233408","670.71","338","29","8","8B","25","1984-11-02 00:00:00","179","68","0"
"65251","750.01","83","12","4","7C","16","1995-11-17 00:00:00","188","78","0"
"49892","580.14","85","13","4","7C","19","1989-11-07 00:00:00","182","68","0"
"10176","678.40","15","8","2","7A+","21","1989-12-06 00:00:00","182","73","0"
"16463","567.69","29","6","3","7B","9","1991-06-15 00:00:00","170","68","0"
"54363","744.70","73","2","2","7C+","6","1990-10-09 00:00:00","177","68","0"
"257473","677.56","373","27","9","7C+","22","1986-09-16 00:00:00","170","58","1"
"1358","452.67","3","2","1","6B","28","1983-08-23 00:00:00","180","78","0"
"202476","872.74","231","28","11","8A+","21","1979-03-02 00:00:00","184","68","0"
"660","660.00","1","1","1","6C+","12","1995-04-25 00:00:00","175","63","0"
"1453","484.33","3","2","1","6B","20","1991-12-14 00:00:00","180","63","0"
"495","495.00","1","1","1","5C","25","1987-12-13 00:00:00","170","48","0"
"19630","785.20","25","5","2","7C","10","1981-08-14 00:00:00","164","58","1"
"30715","511.92","60","7","3","6C+","31","1981-10-09 00:00:00","173","58","0"
"1250","416.67","3","1","1","6B","23","1988-06-02 00:00:00","182","68","0"
"78453","817.22","96","10","9","8A+","19","1963-04-14 00:00:00","175","63","0"
"540755","792.90","678","51","7","8B","17","1989-09-28 00:00:00","182","78","0"
"96731","624.07","155","12","5","7B","18","1994-04-22 00:00:00","168","48","1"
"554388","846.39","629","35","6","8C+","12","1995-11-07 00:00:00","180","100","0"
"5650","706.25","8","2","1","7C","23","1988-12-07 00:00:00","185","63","0"
"87514","754.43","116","16","6","8A","15","1995-07-13 00:00:00","174","58","0"
"180750","592.62","265","20","6","7B","27","1983-12-07 00:00:00","193","63","0"
"13487","642.24","21","5","2","7B","24","1986-05-11 00:00:00","193","68","0"
"269591","711.32","376","35","7","8A","19","1988-12-11 00:00:00","188","73","0"
"404627","954.31","422","69","7","8B+","11","1998-04-02 00:00:00","175","68","0"
"37114","441.83","84","13","3","7A","25","1986-03-25 00:00:00","174","78","0"
"38839","826.36","46","7","6","8A+","19","1979-10-05 00:00:00","180","68","0"
"253393","639.88","380","28","8","8B","22","1989-01-16 00:00:00","193","68","0"
"3207","458.14","7","1","1","6C","31","1978-11-07 00:00:00","187","78","0"
"85537","477.86","140","21","4","7A+","16","1992-11-01 00:00:00","171","68","0"
"5309","442.42","12","3","2","6C","24","1986-03-06 00:00:00","170","63","0"
"21678","602.17","34","5","2","7B+","22","1989-11-26 00:00:00","178","63","0"
"15062","717.24","21","3","3","7C","19","1992-08-21 00:00:00","172","58","0"
"129532","622.75","207","24","6","7B","24","1987-04-25 00:00:00","165","48","1"
"896","298.67","2","1","1","6A","22","1990-02-20 00:00:00","178","78","0"
"120895","412.61","289","24","6","7A","22","1989-12-13 00:00:00","180","83","0"
"3450","690.00","4","3","2","7A","22","1988-03-10 00:00:00","182","73","0"
"46903","700.04","66","10","5","8A","17","1992-05-14 00:00:00","174","73","0"
"2991","427.29","7","2","1","6B+","19","1991-06-10 00:00:00","185","78","0"
"578264","842.95","678","78","17","8A+","14","1986-12-29 00:00:00","180","68","0"
"68170","695.61","89","8","1","7C","15","1995-08-04 00:00:00","173","73","0"
"550","550.00","1","1","1","6B+","19","1992-01-19 00:00:00","187","68","0"
"895","895.00","1","1","1","7A+","23","1981-01-14 00:00:00","185","78","0"
"5679","378.60","12","1","3","6A","23","1989-10-31 00:00:00","184","68","0"
"1781","296.83","6","1","1","5B","29","1983-11-18 00:00:00","165","63","1"
"90865","826.05","108","16","3","8A","19","1984-09-22 00:00:00","172","73","0"
"31587","877.42","36","1","3","8A+","15","1993-06-26 00:00:00","181","73","0"
"499754","662.80","747","42","6","8A+","29","1982-09-24 00:00:00","176","73","0"
"4200","700.00","6","2","1","7A+","19","1974-01-27 00:00:00","184","88","0"
"81697","907.74","90","12","6","8B","13","1996-02-09 00:00:00","181","68","0"
"9857","448.05","10","3","1","6B","22","1989-09-02 00:00:00","181","68","0"
"5358","535.80","10","2","1","6A+","28","1983-12-06 00:00:00","180","73","0"
"104269","582.51","172","18","6","8A","30","1982-04-16 00:00:00","175","63","0"
"40679","549.72","68","16","7","7B+","6","2001-08-02 00:00:00","142","43","0"
"500","500.00","1","1","1","6B","18","1990-08-24 00:00:00","179","78","0"
"2272","284.00","8","2","1","5B","26","1985-06-19 00:00:00","158","53","1"
"45856","865.21","53","12","1","8A","17","1956-03-05 00:00:00","179","63","0"
"33882","826.39","41","9","4","8B","9","1995-02-02 00:00:00","172","63","0"
"1200","400.00","3","1","1","6A+","27","1978-02-12 00:00:00","173","83","0"
"22989","589.46","39","5","6","7B","17","1990-10-18 00:00:00","190","78","0"
"24774","427.14","56","14","6","6B+","40","1970-02-21 00:00:00","181","78","0"
"1303","434.33","3","1","1","6B+","26","1985-03-01 00:00:00","173","73","0"
"79575","556.47","138","9","3","7B","21","1990-03-17 00:00:00","163","53","1"
"36142","681.92","47","10","7","7C","34","1975-09-15 00:00:00","183","73","0"
"15662","711.91","22","6","3","7B","23","1981-08-06 00:00:00","180","68","0"
"103150","721.33","142","14","3","8A","19","1992-10-21 00:00:00","170","63","0"
"2640","528.00","5","3","2","7A","20","1990-02-23 00:00:00","167","53","1"
"89006","747.95","118","14","10","8A+","18","1974-11-10 00:00:00","175","63","0"
"16305","494.09","27","2","1","6B+","25","1986-11-07 00:00:00","180","73","0"
"2521","420.17","6","3","1","6A+","29","1978-03-04 00:00:00","186","73","0"
"59165","580.05","100","13","6","7A+","28","1983-03-13 00:00:00","175","78","0"
"7350","816.67","9","1","4","7C+","26","1966-03-07 00:00:00","182","78","0"
"730061","640.40","1128","56","7","7C+","19","1990-12-07 00:00:00","180","68","0"
"20786","506.98","41","7","2","6C","27","1984-05-19 00:00:00","176","73","0"
"232889","614.48","368","49","7","7C+","21","1989-10-16 00:00:00","167","53","1"
"1904","476.00","4","2","1","6A+","32","1980-12-17 00:00:00","194","98","0"
"8625","575.00","15","5","1","6C","37","1972-10-29 00:00:00","174","73","0"
"7155","894.38","8","1","4","8A","26","1974-05-17 00:00:00","183","73","0"
"59373","751.56","79","10","6","7C+","16","1982-11-01 00:00:00","174","63","0"
"79902","677.14","118","12","4","7C+","19","1991-07-01 00:00:00","184","73","0"
"305429","663.98","381","13","7","8A+","24","1985-04-01 00:00:00","178","63","0"
"2390","597.50","4","2","1","7A","24","1986-11-13 00:00:00","190","88","0"
"48118","668.31","71","10","6","7C","24","1987-11-05 00:00:00","192","78","0"
"381798","573.27","630","39","6","7B+","36","1973-08-30 00:00:00","186","73","0"
"50082","725.83","69","10","3","7C+","16","1992-04-18 00:00:00","193","78","0"
"4130","458.89","9","1","1","6A+","20","1992-08-28 00:00:00","182","73","0"
"65070","650.70","96","7","6","8A","17","1994-02-17 00:00:00","177","63","0"
"987167","708.66","1360","86","8","8B+","24","1986-10-27 00:00:00","173","63","0"
"500","500.00","1","1","1","6B","24","1986-03-26 00:00:00","167","73","0"
"1600","800.00","2","1","1","7C","25","1984-07-03 00:00:00","174","68","0"
"113455","756.37","144","24","6","8A+","22","1978-09-24 00:00:00","174","68","0"
"2035","290.71","7","2","2","5C","44","1968-06-29 00:00:00","168","68","1"
"345499","754.36","454","45","9","8A","39","1968-08-03 00:00:00","180","68","0"
"75324","768.61","98","21","5","8A","18","1990-05-25 00:00:00","170","63","0"
"168494","524.90","320","43","6","7B","46","1965-08-20 00:00:00","175","68","0"
"26790","608.86","32","4","4","7B+","7","1999-04-17 00:00:00","168","53","1"
"68416","633.48","108","15","5","7B","19","1992-04-23 00:00:00","180","73","0"
"70444","475.97","147","20","4","7A","25","1987-05-16 00:00:00","160","53","1"
"5003","500.30","10","2","2","6C","19","1992-02-05 00:00:00","172","78","0"
"13075","353.38","37","10","1","6B","24","1987-05-25 00:00:00","174","58","1"
"3579","275.31","11","5","3","5C","32","1979-04-05 00:00:00","184","83","0"
"89871","547.99","159","5","6","7C","16","1993-10-21 00:00:00","170","58","0"
"7068","543.69","13","2","1","6C","24","1986-08-16 00:00:00","189","73","0"
"200790","513.53","352","23","6","7A","31","1981-11-11 00:00:00","181","73","0"
"27255","534.41","51","15","8","7A","21","1989-08-11 00:00:00","192","88","0"
"2760","394.29","6","1","1","6A","12","1977-09-24 00:00:00","174","63","0"
"10800","568.42","19","1","1","7C","14","1994-02-17 00:00:00","167","58","0"
"305932","566.54","527","44","7","7A","22","1988-10-05 00:00:00","181","73","0"
"9750","812.50","12","5","2","7C","24","1987-05-22 00:00:00","173","63","0"
"1766559","553.95","3025","93","20","8A","35","1959-08-14 00:00:00","179","68","0"
"342240","818.76","409","29","9","8A","13","1964-02-14 00:00:00","182","73","0"
"3609","451.13","8","3","1","6B+","28","1980-10-31 00:00:00","180","73","0"
"214454","551.30","381","41","21","7C","18","1971-04-29 00:00:00","179","68","0"
"117419","698.92","167","15","3","7C","24","1981-08-14 00:00:00","182","73","0"
"6430","401.88","16","3","1","6C+","19","1990-05-16 00:00:00","176","68","0"
"4946","824.33","6","3","2","7C+","26","1982-01-02 00:00:00","192","73","0"
"195832","639.97","290","27","7","8A+","20","1991-02-04 00:00:00","193","83","0"
"441259","753.00","578","33","10","8B","19","1988-05-20 00:00:00","170","68","0"
"4457","371.42","12","2","1","6A+","47","1964-01-10 00:00:00","170","68","0"
"300573","797.28","374","31","15","8A+","21","1979-01-08 00:00:00","178","73","0"
"51731","502.24","103","14","5","7A","28","1964-06-06 00:00:00","178","78","0"
"21100","753.57","28","8","4","7C+","26","1982-11-19 00:00:00","192","83","0"
"212454","498.72","396","25","10","7A+","27","1981-12-05 00:00:00","196","88","0"
"10470","523.50","20","3","2","6B+","24","1986-09-04 00:00:00","164","73","0"
"3220","460.00","7","3","1","5C","17","1993-06-24 00:00:00","177","53","0"
"152933","616.67","248","38","6","7B+","29","1981-09-18 00:00:00","179","73","0"
"491688","720.95","669","50","7","8B","19","1989-12-22 00:00:00","185","73","0"
"3189","797.25","4","2","1","7B+","26","1984-09-04 00:00:00","189","68","0"
"30839","560.71","55","9","3","7A","22","1982-03-01 00:00:00","178","78","0"
"154772","869.51","177","32","8","8A+","13","1984-08-12 00:00:00","160","58","1"
"128035","800.22","134","18","5","8A+","19","1992-10-24 00:00:00","180","63","0"
"600","600.00","1","1","1","6C","20","1991-08-01 00:00:00","169","63","0"
"82096","684.13","118","8","3","7C","21","1990-12-29 00:00:00","176","68","0"
"85445","337.73","212","21","3","7A","30","1981-12-19 00:00:00","193","78","0"
"99136","991.36","99","22","7","8B+","21","1986-03-13 00:00:00","176","68","0"
"13743","490.82","28","7","5","7B","19","1973-08-14 00:00:00","168","63","0"
"956","478.00","2","1","1","6A+","30","1981-09-02 00:00:00","183","73","0"
"142377","554.00","239","18","6","7B+","21","1987-06-25 00:00:00","165","58","1"
"35543","546.82","65","6","3","7A","23","1988-03-30 00:00:00","180","68","0"
"15455","532.93","29","4","2","6C+","28","1983-03-23 00:00:00","157","48","1"
"1155","231.00","5","1","1","5A","34","1978-10-31 00:00:00","173","58","1"
"86940","612.25","119","8","8","7B","26","1983-05-30 00:00:00","159","63","1"
"114496","527.63","211","12","6","7A+","41","1967-11-23 00:00:00","170","63","0"
"417505","673.40","491","28","6","8A","19","1966-08-08 00:00:00","192","78","0"
"5350","594.44","9","2","1","7B","18","1984-02-14 00:00:00","178","83","0"
"16669","396.88","38","6","2","6B+","31","1981-04-21 00:00:00","174","78","0"
"203059","585.18","255","17","8","7C","14","1995-02-16 00:00:00","180","73","0"
"17888","447.20","38","9","5","6C+","29","1981-02-16 00:00:00","174","78","0"
"262353","589.56","441","73","8","7C+","25","1985-05-20 00:00:00","181","68","0"
"62298","377.56","135","7","2","6B+","20","1984-05-18 00:00:00","174","73","0"
"4259","327.62","13","4","2","5C","32","1979-11-28 00:00:00","183","93","0"
"24212","465.62","51","4","4","7A+","20","1991-12-27 00:00:00","172","73","0"
"35826","651.38","50","20","7","7B","21","1988-05-30 00:00:00","189","83","0"
"1390","347.50","4","2","1","5C","25","1986-04-12 00:00:00","165","58","0"
"54846","703.15","73","12","2","7C","21","1988-03-18 00:00:00","171","63","0"
"12394","387.31","32","7","2","6C","19","1991-02-19 00:00:00","180","73","0"
"4561","350.85","13","8","1","6B","21","1991-07-31 00:00:00","175","73","0"
"3185","530.83","6","4","1","6B","20","1991-08-08 00:00:00","180","68","0"
"6592","599.27","11","4","2","7A","26","1984-06-29 00:00:00","182","73","0"
"59730","711.07","84","18","6","7B+","29","1981-04-09 00:00:00","160","53","1"
"30417","553.04","55","4","3","7B","19","1993-10-03 00:00:00","180","68","0"
"86962","448.26","142","9","2","6B+","23","1969-09-07 00:00:00","175","68","0"
"16927","626.93","27","6","3","7B","23","1986-11-02 00:00:00","183","73","0"
"7683","334.04","21","7","2","6A+","18","1993-01-27 00:00:00","170","63","1"
"67275","611.59","110","14","6","8A","24","1982-04-15 00:00:00","167","63","0"
"36243","489.77","70","9","3","6C","22","1988-12-08 00:00:00","175","63","0"
"34043","400.51","80","1","2","6C+","23","1988-01-28 00:00:00","159","58","1"
"199990","507.59","375","28","6","7B+","22","1989-05-19 00:00:00","173","53","1"
"55026","585.38","94","15","3","7A+","28","1982-04-20 00:00:00","191","73","0"
"11840","592.00","20","7","2","7A","24","1983-08-08 00:00:00","177","63","0"
"70487","734.24","95","16","6","7C+","17","1992-10-20 00:00:00","192","68","0"
"166532","746.78","218","34","6","7C","19","1992-12-23 00:00:00","176","73","0"
"64578","733.84","88","6","3","7B+","34","1975-08-23 00:00:00","179","73","0"
"11302","627.89","16","9","3","7A","33","1976-06-28 00:00:00","184","83","0"
"478166","740.20","641","50","7","8B","12","1988-05-22 00:00:00","180","68","0"
"386546","700.26","546","21","7","8B+","12","1996-09-27 00:00:00","162","58","0"
"6712","319.62","21","6","2","6B","28","1984-04-15 00:00:00","169","63","1"
"7730","483.13","15","3","1","6B+","26","1985-10-30 00:00:00","178","68","0"
"128724","684.70","180","19","6","8A","23","1987-12-30 00:00:00","177","73","0"
"179807","730.92","232","20","8","8A","15","1990-06-29 00:00:00","183","73","0"
"8404","400.19","19","6","1","6B","27","1983-02-02 00:00:00","158","53","1"
"217798","579.25","361","34","6","7B","18","1994-11-15 00:00:00","187","78","0"
"495","495.00","1","1","1","5C","34","1977-03-16 00:00:00","172","63","0"
"3100","516.67","6","2","2","6C","27","1984-12-09 00:00:00","255","88","0"
"1140","570.00","2","1","1","6A+","10","1986-07-16 00:00:00","183","73","0"
"8801","733.42","12","5","2","7B","31","1978-12-06 00:00:00","176","68","0"
"73833","839.01","87","22","3","8B","17","1984-12-14 00:00:00","186","78","0"
"23098","592.26","39","15","3","7B","26","1985-06-27 00:00:00","177","73","0"
"53744","756.96","68","12","5","8A","20","1990-10-08 00:00:00","186","83","0"
"330501","804.14","407","25","7","8B","18","1991-04-30 00:00:00","177","58","0"
"45249","565.61","80","8","2","7A","31","1980-11-12 00:00:00","180","73","0"
"270449","571.77","435","35","6","7C","27","1982-09-19 00:00:00","173","63","0"
"159257","491.53","319","22","7","7A","30","1979-11-26 00:00:00","182","73","0"
"15679","603.04","26","5","3","7C","17","1994-02-01 00:00:00","180","58","0"
"545","545.00","1","1","1","6A","20","1989-09-05 00:00:00","190","78","0"
"3833","294.85","13","1","1","6A+","18","1994-08-04 00:00:00","188","83","0"
"700","700.00","1","1","1","7A","25","1982-01-05 00:00:00","187","83","0"
"138951","735.19","188","16","4","8A+","19","1989-01-12 00:00:00","176","58","0"
"5488","548.80","9","5","3","7A","18","1993-10-06 00:00:00","182","83","0"
"5636","313.11","18","1","2","6A+","16","1995-11-02 00:00:00","174","68","0"
"91727","619.78","141","13","6","7C+","7","1995-09-01 00:00:00","174","68","0"
"5483","322.53","17","4","1","6A+","20","1982-06-27 00:00:00","175","63","0"
"46421","800.36","57","11","2","7C+","15","1994-10-18 00:00:00","173","63","0"
"332115","670.94","490","52","6","8A","17","1991-01-14 00:00:00","194","73","0"
"21756","679.88","31","1","1","7B","20","1990-04-02 00:00:00","178","68","0"
"595","297.50","2","1","1","5A","28","1982-11-18 00:00:00","182","83","0"
"21785","588.78","37","12","1","7A+","17","1992-12-07 00:00:00","177","73","0"
