"taskai","vidurkis","trasos","uolos","viso_laipioja_metu","lygis","amzius_kai_pradejo","birth","ugis","svoris","lytis"
"55159","707.17","73","6","4","7C+","20","1987-03-12 00:00:00","186","68","0"
"450","450.00","1","1","1","6B","24","1985-07-01 00:00:00","170","68","0"
"137013","883.95","154","24","10","8B","19","1983-01-06 00:00:00","183","73","0"
"62923","642.07","94","14","3","7B+","22","1986-08-29 00:00:00","186","73","0"
"45506","583.41","64","7","3","7A+","21","1985-02-07 00:00:00","178","73","0"
"1700","283.33","3","2","1","6A","25","1984-05-21 00:00:00","162","58","1"
"1046","261.50","4","1","1","5B","22","1986-05-27 00:00:00","179","83","0"
"1000","1000.00","1","1","1","8A","12","1978-10-10 00:00:00","173","68","0"
"22081","788.61","28","6","3","8A","20","1986-01-26 00:00:00","180","68","0"
"18373","798.83","22","5","6","7B+","17","1984-03-06 00:00:00","186","73","0"
"6797","849.63","1","1","1","7B+","16","1988-12-14 00:00:00","175","63","0"
"35325","692.65","50","12","3","8B","11","1992-01-04 00:00:00","179","63","0"
"20060","647.10","31","10","2","7B","28","1980-10-09 00:00:00","177","68","0"
"54470","789.42","63","5","5","8A+","17","1980-07-06 00:00:00","165","58","0"
"132131","875.04","147","24","4","8A","20","1986-09-04 00:00:00","183","73","0"
"34111","578.15","51","7","3","7B","20","1989-01-01 00:00:00","180","73","0"
"300697","828.37","339","33","18","8A+","20","1976-10-10 00:00:00","173","63","0"
"1500","750.00","2","1","1","7B","22","1979-04-01 00:00:00","175","63","0"
"58188","440.82","130","30","10","6B+","28","1980-02-22 00:00:00","170","78","0"
"161003","789.23","201","59","12","7C+","21","1979-10-16 00:00:00","183","78","0"
"2483","413.83","5","2","2","6A","26","1982-06-04 00:00:00","182","68","0"
"51868","823.30","55","17","7","8A","20","1974-05-08 00:00:00","185","73","0"
"700","700.00","1","1","1","7A","18","1988-06-11 00:00:00","177","68","0"
"9706","647.07","15","7","3","7A+","21","1985-09-18 00:00:00","165","63","1"
"168296","731.72","229","8","15","8A","20","1965-08-31 00:00:00","180","68","0"
"174752","836.13","201","27","11","8A+","17","1981-07-12 00:00:00","200","83","0"
"5135","513.50","10","3","1","7A","26","1982-10-09 00:00:00","178","78","0"
"199986","816.27","228","33","6","8B+","14","1991-04-07 00:00:00","177","63","0"
"7006","467.07","15","2","1","6C","19","1989-10-02 00:00:00","173","68","0"
"46419","635.88","73","7","3","7B+","27","1980-08-17 00:00:00","183","78","0"
"199192","535.46","341","31","7","7A","22","1980-05-05 00:00:00","175","68","0"
"5701","712.63","8","3","1","7C","13","1993-10-13 00:00:00","181","63","0"
"137068","787.75","173","29","11","8A+","25","1980-08-23 00:00:00","175","73","0"
"14982","516.62","27","5","2","6B","17","1991-08-12 00:00:00","188","78","0"
"15661","489.41","32","7","2","7A","21","1986-08-12 00:00:00","180","63","0"
"91867","629.23","117","25","5","7C","24","1983-08-22 00:00:00","176","63","0"
"7308","609.00","12","2","2","6C+","21","1986-02-04 00:00:00","193","73","0"
"40739","925.89","42","7","3","8A+","12","1994-05-13 00:00:00","167","53","0"
"24107","502.23","45","2","2","7A+","12","1995-11-29 00:00:00","160","43","1"
"148902","1119.56","131","16","9","9A","11","1985-03-21 00:00:00","173","63","0"
"1000","1000.00","1","1","1","8A","18","1986-08-07 00:00:00","160","43","0"
"826756","610.60","1261","63","15","7C+","18","1984-10-23 00:00:00","172","63","0"
"31965","491.77","59","4","3","7A","24","1984-11-26 00:00:00","170","68","0"
"61653","477.93","121","10","4","7A+","30","1977-06-27 00:00:00","185","78","0"
"404816","737.37","529","27","5","8B","26","1982-09-03 00:00:00","174","63","0"
"8245","515.31","16","4","2","7A","38","1970-11-24 00:00:00","166","53","1"
"488685","901.63","517","59","12","8C","15","1986-01-15 00:00:00","250","83","0"
"193308","782.62","241","24","6","8A","16","1988-08-29 00:00:00","174","73","0"
"32785","528.79","42","11","6","7B","20","1983-09-01 00:00:00","176","68","0"
"116345","467.25","243","20","6","6B+","27","1982-10-24 00:00:00","172","63","0"
"96209","712.66","130","17","8","8A","15","1975-01-21 00:00:00","178","58","0"
"126964","641.23","187","32","9","8A","18","1989-01-02 00:00:00","172","68","0"
"72691","719.71","94","13","3","7C+","26","1982-03-12 00:00:00","172","78","0"
"213446","867.67","234","20","20","8A+","22","1965-11-28 00:00:00","178","73","0"
"400940","842.31","451","51","9","8B","17","1988-05-26 00:00:00","178","68","0"
"31504","583.41","51","2","3","7B+","20","1980-03-19 00:00:00","175","73","0"
"1202","400.67","3","2","1","6A","24","1984-04-05 00:00:00","190","93","0"
"1400","466.67","3","1","1","6B","29","1978-12-22 00:00:00","175","73","0"
"67534","803.98","82","20","5","8A","17","1987-08-11 00:00:00","153","43","1"
"79691","368.94","126","12","5","7A+","25","1983-05-26 00:00:00","180","78","0"
"20577","457.27","33","2","6","6A+","31","1976-07-10 00:00:00","187","83","0"
"31348","368.80","36","7","3","6B+","16","1984-11-01 00:00:00","170","73","0"
"109351","719.41","151","32","9","7B+","20","1984-03-22 00:00:00","183","73","0"
"6595","412.19","16","1","1","6C","22","1986-10-25 00:00:00","168","58","0"
"21562","598.94","32","4","2","7B","20","1987-01-09 00:00:00","160","48","1"
"262842","494.99","464","32","23","7B","20","1969-07-31 00:00:00","170","63","1"
"20396","599.88","30","10","3","7A","21","1985-07-13 00:00:00","177","58","0"
"27506","670.88","16","13","4","7A+","8","1989-03-02 00:00:00","184","73","0"
"208822","662.93","311","38","10","7B","34","1973-12-25 00:00:00","177","68","0"
"6840","621.82","11","2","2","7A+","51","1953-09-26 00:00:00","178","68","0"
"13112","819.50","16","3","2","7C+","24","1983-08-01 00:00:00","186","68","0"
"14077","502.75","22","5","2","6B+","19","1984-12-11 00:00:00","173","63","0"
"148528","807.22","183","24","9","8A+","20","1987-07-01 00:00:00","172","68","0"
"38078","349.34","77","8","2","7A+","25","1983-12-09 00:00:00","185","73","0"
"70708","535.67","112","11","4","7B","19","1988-02-24 00:00:00","178","68","0"
"6294","449.57","14","4","1","6A+","17","1992-12-17 00:00:00","172","73","0"
"304128","695.95","429","77","9","7C","19","1989-11-26 00:00:00","182","68","0"
"45104","764.47","55","2","8","7C","22","1982-11-04 00:00:00","171","68","0"
"241246","883.68","245","44","7","8B","10","1994-09-05 00:00:00","175","63","0"
"22803","530.30","43","11","1","7A","16","1992-01-16 00:00:00","184","78","0"
"134167","741.25","169","21","8","8C","5","2003-12-18 00:00:00","143","43","1"
"1602","801.00","2","1","2","7B+","22","1978-05-10 00:00:00","178","63","0"
"52640","612.09","84","9","8","7C+","14","1985-08-11 00:00:00","198","83","0"
"192597","875.44","214","24","9","8A","24","1978-09-24 00:00:00","172","73","0"
"8457","528.56","15","7","1","7A","28","1980-03-25 00:00:00","172","63","1"
"104780","961.28","109","29","6","8B+","19","1987-05-17 00:00:00","171","63","0"
"63176","619.37","98","20","7","7B+","19","1988-06-01 00:00:00","165","63","0"
"245538","699.54","348","36","10","8A+","17","1991-12-17 00:00:00","175","73","0"
"61811","605.99","100","24","4","7B","13","1995-06-23 00:00:00","160","43","1"
"21453","487.57","44","12","3","6C","22","1985-06-17 00:00:00","175","68","0"
"6648","831.00","8","6","5","7C","24","1982-04-15 00:00:00","170","73","0"
"110227","729.98","143","10","6","7C+","23","1985-01-27 00:00:00","175","73","0"
"5759","443.00","13","4","3","6C","18","1983-08-07 00:00:00","175","63","0"
"12984","649.20","20","2","2","7A+","28","1978-01-30 00:00:00","173","73","0"
"60352","425.01","140","7","4","7A+","18","1989-05-13 00:00:00","180","78","0"
"279039","848.14","311","46","12","8B","24","1980-03-26 00:00:00","189","88","0"
"27918","649.26","43","10","6","7B","19","1984-04-23 00:00:00","182","83","0"
"6048","756.00","8","3","2","7B+","19","1980-02-25 00:00:00","186","73","0"
"19468","540.78","32","4","4","7A+","18","1989-10-06 00:00:00","186","73","0"
"19139","434.98","44","9","2","6C","7","1963-06-28 00:00:00","175","83","0"
"318536","816.76","383","50","17","8A+","21","1972-03-02 00:00:00","178","73","0"
"27745","578.02","47","4","2","7B+","26","1982-05-15 00:00:00","173","58","0"
"600","600.00","1","1","1","6C","20","1988-06-08 00:00:00","180","63","0"
"88929","717.17","123","16","8","8A","22","1985-06-14 00:00:00","177","63","0"
"24718","588.52","40","2","4","7C","17","1991-02-03 00:00:00","178","73","0"
"133820","655.98","189","21","4","8A+","17","1989-02-11 00:00:00","171","58","0"
"3243","648.60","5","2","2","7A+","27","1977-02-17 00:00:00","186","88","0"
"2735","341.88","8","4","1","6C","16","1992-06-17 00:00:00","159","48","1"
"5940","848.57","7","3","2","8A","19","1964-08-28 00:00:00","180","63","0"
"88180","476.65","185","6","8","7B+","22","1986-11-29 00:00:00","175","68","0"
"18816","553.41","33","13","1","6C+","21","1978-04-07 00:00:00","163","48","1"
"44588","1143.28","39","12","2","9A","12","1984-01-01 00:00:00","171","58","0"
"39540","573.04","68","10","2","6C+","25","1978-05-21 00:00:00","190","83","0"
"61795","582.97","106","21","6","7A+","29","1978-09-30 00:00:00","189","83","0"
"19594","489.85","40","7","1","6B+","16","1991-06-12 00:00:00","177","68","0"
"2800","466.67","5","1","1","6C+","21","1982-07-28 00:00:00","172","73","0"
"1100","366.67","3","1","1","6A","22","1985-01-07 00:00:00","182","73","0"
"66700","635.24","105","22","5","7A+","26","1978-10-29 00:00:00","170","58","0"
"69206","752.24","92","19","7","7C+","15","1991-07-22 00:00:00","181","68","0"
"65050","650.50","99","8","7","7B+","21","1985-03-15 00:00:00","183","63","0"
"2746","549.20","5","1","1","6B+","23","1982-06-20 00:00:00","175","78","0"
"3180","636.00","5","2","1","7A","19","1987-05-30 00:00:00","178","63","0"
"161695","842.16","188","35","12","8A+","20","1975-02-05 00:00:00","180","73","0"
"12181","468.50","26","4","1","6B+","17","1991-07-15 00:00:00","175","73","0"
"8494","386.09","18","4","2","6A+","23","1985-08-19 00:00:00","176","83","0"
"1400","466.67","3","1","1","6B+","25","1980-08-27 00:00:00","185","78","0"
"4131","344.25","8","3","2","6A+","18","1988-08-24 00:00:00","192","98","0"
"5266","658.25","8","3","1","7A","18","1986-09-07 00:00:00","195","93","0"
"35463","506.61","68","9","2","7B","19","1988-08-24 00:00:00","168","68","0"
"228003","970.23","227","21","9","8C+","13","1985-11-24 00:00:00","165","53","0"
"178490","550.90","312","31","10","7B+","25","1983-11-08 00:00:00","186","78","0"
"34834","995.26","32","9","4","8C","17","1981-05-24 00:00:00","172","63","0"
"137882","783.42","166","14","6","8B","11","1996-03-24 00:00:00","160","48","0"
"47985","444.31","86","12","6","7A+","31","1978-12-28 00:00:00","165","63","0"
"5354","764.86","7","4","2","7C","19","1984-04-30 00:00:00","188","73","0"
"6679","607.18","11","4","4","6C+","19","1983-05-14 00:00:00","180","73","0"
"1998","666.00","3","3","2","7A+","35","1969-07-22 00:00:00","182","73","0"
"794","264.67","3","1","1","5C","19","1990-08-31 00:00:00","185","73","0"
"109494","463.96","109","5","8","7B","20","1981-08-26 00:00:00","174","63","0"
"15405","855.83","18","6","4","7C+","18","1980-06-23 00:00:00","180","63","0"
"23146","609.11","35","8","1","7B","13","1991-09-20 00:00:00","176","63","0"
"1823","911.50","2","1","1","7C","23","1981-11-09 00:00:00","178","63","0"
"29652","449.27","62","16","4","7A+","17","1986-08-10 00:00:00","180","73","0"
"350","350.00","1","1","1","5C","31","1977-05-31 00:00:00","255","73","0"
"1686","421.50","4","1","2","6B","22","1986-02-11 00:00:00","182","68","0"
"215877","505.57","286","20","9","7B","15","1957-06-25 00:00:00","183","73","0"
"35998","321.41","107","7","5","6C","26","1981-12-28 00:00:00","162","53","1"
"303178","789.53","374","34","6","8B","20","1988-12-13 00:00:00","175","58","0"
"4031","366.45","11","3","2","6A","23","1985-05-16 00:00:00","170","53","0"
"44605","665.75","67","12","4","7B+","22","1981-10-09 00:00:00","171","68","0"
"53053","816.20","64","11","2","8A","10","1990-07-30 00:00:00","180","68","0"
"11350","291.03","39","9","2","6A","18","1990-10-07 00:00:00","185","83","0"
"2090","348.33","6","1","2","6A","24","1984-09-03 00:00:00","165","53","1"
"284471","744.69","357","32","16","8B","22","1982-05-17 00:00:00","175","68","0"
"84322","887.60","95","9","8","8A+","10","1993-06-01 00:00:00","180","63","0"
"3471","694.20","5","2","1","8A+","19","1990-03-06 00:00:00","190","98","0"
"492699","731.01","628","61","10","8A","24","1984-10-14 00:00:00","170","63","0"
"2694","384.86","7","3","2","6B","19","1990-06-17 00:00:00","150","53","0"
"1440","720.00","2","1","1","6C","18","1987-10-10 00:00:00","182","68","0"
"68020","747.47","91","9","5","8A","17","1989-06-22 00:00:00","182","63","0"
"31116","676.43","46","10","2","7B+","14","1980-05-06 00:00:00","180","78","0"
"26521","757.74","35","7","4","8A","17","1987-02-13 00:00:00","178","73","0"
"52984","630.76","84","15","2","7B","19","1987-02-19 00:00:00","180","68","0"
"9672","644.80","15","6","1","7A+","21","1983-09-04 00:00:00","173","63","0"
"834973","809.08","728","57","14","8B+","20","1983-12-10 00:00:00","180","73","0"
"10685","821.92","13","3","1","7B+","21","1958-04-28 00:00:00","168","68","0"
"59401","362.20","160","18","6","6C","19","1986-05-30 00:00:00","180","73","0"
"7046","391.44","14","2","1","6A","22","1987-04-09 00:00:00","184","73","0"
"36755","459.44","79","16","4","7A","25","1977-07-21 00:00:00","176","68","0"
"5005","625.63","8","4","2","7A","31","1977-03-09 00:00:00","174","58","0"
"51509","817.60","63","10","6","7C+","22","1985-05-07 00:00:00","163","58","0"
"212367","674.18","315","27","7","7B+","22","1985-03-30 00:00:00","179","68","0"
"5606","373.73","15","2","1","6A","28","1980-09-19 00:00:00","163","58","1"
"102997","575.40","178","16","12","7A+","25","1977-04-11 00:00:00","178","78","0"
"4550","350.00","10","3","1","5B","25","1984-08-02 00:00:00","161","53","1"
"38215","597.11","63","17","3","7A+","24","1982-01-15 00:00:00","188","83","0"
"28247","371.67","75","8","6","6C+","28","1980-09-16 00:00:00","172","73","0"
"171010","571.94","284","42","10","7A+","24","1984-11-03 00:00:00","187","73","0"
"25713","612.21","40","5","3","7B","16","1993-09-21 00:00:00","176","63","0"
"123846","842.49","146","32","6","8A+","19","1964-04-20 00:00:00","177","73","0"
"15139","605.56","25","5","3","7B","25","1983-12-10 00:00:00","180","63","0"
"12649","527.04","24","4","2","7A+","14","1980-06-06 00:00:00","178","88","0"
"126004","741.20","121","15","9","8A","16","1992-02-24 00:00:00","180","68","0"
"70419","554.48","124","15","4","7A+","15","1992-01-14 00:00:00","181","68","0"
"255989","744.15","340","77","10","7C","16","1976-10-26 00:00:00","178","73","0"
"123201","575.71","214","9","10","7B+","22","1980-10-10 00:00:00","180","73","0"
"133569","954.06","139","38","17","8B","17","1983-05-30 00:00:00","180","68","0"
"139049","591.70","220","32","5","8A","22","1987-08-04 00:00:00","169","63","0"
"20733","647.91","30","4","2","7B+","18","1989-08-02 00:00:00","183","78","0"
"11185","798.93","14","3","2","7C+","19","1982-03-09 00:00:00","165","58","1"
"77193","677.13","110","11","5","7B+","14","1981-02-17 00:00:00","183","73","0"
"18630","503.51","35","5","1","7A","24","1983-05-29 00:00:00","178","88","0"
"2134","426.80","3","1","1","6A","21","1987-08-13 00:00:00","165","58","1"
"145188","562.74","174","23","8","7B","27","1980-06-20 00:00:00","165","58","0"
"314709","740.49","415","40","14","8A","26","1974-04-21 00:00:00","187","83","0"
"46405","504.40","76","7","1","7B","12","1985-01-30 00:00:00","175","68","0"
"2790","558.00","5","2","1","7A","19","1980-02-27 00:00:00","197","93","0"
"8588","613.43","14","5","3","7A","19","1986-05-20 00:00:00","182","73","0"
"66123","623.80","104","16","8","7B+","24","1983-03-25 00:00:00","179","73","0"
"185717","638.20","258","26","12","7B+","18","1986-06-26 00:00:00","181","73","0"
"78850","950.00","83","9","7","8B","20","1974-06-14 00:00:00","175","68","0"
"17367","542.72","32","7","1","7A+","23","1982-08-17 00:00:00","186","78","0"
"37543","528.77","62","4","1","7B","23","1984-05-31 00:00:00","178","73","0"
"11558","550.38","21","7","2","7A","23","1986-04-25 00:00:00","183","73","0"
"12952","863.47","15","3","2","7C+","20","1986-07-15 00:00:00","168","63","0"
"742453","616.66","1186","69","18","7C+","14","1982-08-13 00:00:00","186","83","0"
"1893","473.25","4","3","1","6B","21","1987-07-13 00:00:00","175","68","0"
"199202","545.76","354","22","10","8A","19","1986-07-09 00:00:00","188","83","0"
"2053","513.25","4","3","2","6C+","22","1985-04-14 00:00:00","170","58","0"
"104408","797.01","127","15","7","8B","8","1996-01-11 00:00:00","174","63","0"
"3065","510.83","6","1","1","6C","19","1989-08-24 00:00:00","180","68","0"
"127388","630.63","202","17","8","7B+","31","1976-03-19 00:00:00","177","68","0"
"98471","794.12","122","10","7","8A","26","1982-10-07 00:00:00","180","73","0"
"139407","600.89","227","26","8","8A+","18","1986-09-28 00:00:00","185","83","0"
"56187","530.07","105","14","7","7C","22","1986-08-01 00:00:00","184","93","0"
"57174","436.44","129","11","5","7A+","38","1969-11-13 00:00:00","178","78","0"
"448160","933.67","428","33","11","8B+","22","1981-01-23 00:00:00","169","58","0"
"21804","474.00","44","7","3","7C+","18","1990-08-02 00:00:00","177","73","0"
"6306","573.27","11","4","3","6C+","23","1985-06-17 00:00:00","170","63","0"
"32479","721.76","44","14","6","7C","19","1988-04-21 00:00:00","172","68","0"
"50783","735.99","67","6","2","7C","18","1970-08-29 00:00:00","172","63","0"
"2503","834.33","3","1","2","7C+","25","1982-09-08 00:00:00","168","48","0"
"127078","698.23","113","17","4","7C+","15","1992-12-02 00:00:00","187","78","0"
"39003","390.03","98","15","2","6B+","20","1989-08-12 00:00:00","171","83","0"
"24427","610.68","34","10","2","7C","18","1991-12-07 00:00:00","180","73","0"
"129589","771.36","168","27","7","8A","27","1977-10-20 00:00:00","170","63","0"
"31343","783.58","40","5","3","7C","24","1983-08-20 00:00:00","168","68","0"
"2806","350.75","8","1","1","6A","21","1984-04-21 00:00:00","157","53","1"
"138980","609.56","216","19","5","7C","20","1982-12-21 00:00:00","182","73","0"
"26986","341.59","69","8","4","6B","33","1976-09-21 00:00:00","173","53","0"
"26869","559.77","44","5","1","7B","20","1988-05-10 00:00:00","171","63","0"
"37811","532.55","70","19","4","7A","27","1980-07-24 00:00:00","165","58","1"
"26266","583.69","42","6","4","7A","22","1977-04-24 00:00:00","170","63","0"
"302934","682.28","406","19","14","8A","20","1982-07-10 00:00:00","174","68","0"
"298220","481.00","613","92","9","7B","26","1982-04-07 00:00:00","165","58","1"
"49047","527.39","72","10","4","7B","21","1987-09-17 00:00:00","174","73","0"
"765225","886.70","821","76","22","8B+","18","1976-04-06 00:00:00","172","63","0"
"16754","930.78","18","5","2","8A","18","1986-08-30 00:00:00","183","58","0"
"64178","729.30","65","11","6","7C+","13","1964-06-30 00:00:00","189","93","0"
"109947","785.34","139","27","8","7B+","24","1979-06-22 00:00:00","165","58","1"
"152855","724.43","208","32","6","8A","20","1989-06-12 00:00:00","183","58","0"
"20458","454.62","25","5","2","6C","14","1994-07-26 00:00:00","171","63","0"
"13782","475.24","26","7","2","6C","20","1988-01-30 00:00:00","170","63","0"
"4075","452.78","9","4","2","6B+","18","1989-11-09 00:00:00","180","83","0"
"691498","993.53","678","55","10","9A","22","1985-08-30 00:00:00","167","63","0"
"1253","313.25","4","1","1","5C","15","1975-07-16 00:00:00","172","68","0"
"17049","460.78","37","5","1","6C+","22","1985-11-27 00:00:00","179","68","0"
"7124","445.25","16","1","3","6C+","19","1986-03-09 00:00:00","186","83","0"
"129353","923.95","140","26","9","8B+","16","1988-08-12 00:00:00","173","63","0"
"1179","168.43","6","1","1","3A","25","1976-03-14 00:00:00","198","98","0"
"18427","594.42","31","5","2","7B","23","1981-01-25 00:00:00","176","73","0"
"4495","749.17","6","1","1","7B+","18","1987-03-17 00:00:00","186","73","0"
"67062","558.85","89","16","6","7A","22","1985-02-28 00:00:00","174","63","0"
"81853","568.42","131","18","5","7B+","17","1990-02-18 00:00:00","186","73","0"
"36462","560.95","62","6","2","6C","18","1989-03-07 00:00:00","179","73","0"
"287338","534.09","535","37","11","7B","24","1980-09-08 00:00:00","183","73","0"
"89197","737.17","119","14","7","7C+","13","1990-03-02 00:00:00","180","78","0"
"7030","281.20","25","4","1","6A","14","1994-01-25 00:00:00","175","63","0"
"49320","519.16","95","17","9","7B","24","1984-02-02 00:00:00","185","73","0"
"31763","547.64","58","22","4","7A+","19","1989-03-26 00:00:00","182","73","0"
"260247","743.56","347","41","5","8A","20","1986-10-23 00:00:00","180","68","0"
"103449","650.62","155","12","8","7C","23","1981-07-12 00:00:00","186","83","0"
"400","200.00","2","1","1","4A","14","1995-06-01 00:00:00","170","58","0"
"202554","713.22","279","30","11","8A","15","1971-08-02 00:00:00","192","78","0"
"142621","672.74","206","18","6","7B","17","1968-08-12 00:00:00","189","83","0"
"15165","758.25","20","2","2","7B+","9","1981-01-31 00:00:00","178","68","0"
"216023","639.12","323","27","7","7C+","23","1987-08-12 00:00:00","188","78","0"
"100838","589.70","143","18","7","7B","10","1986-12-10 00:00:00","173","63","0"
"11193","658.41","16","6","3","7B","14","1987-07-08 00:00:00","175","78","0"
"76801","552.53","137","3","3","7A+","25","1976-12-04 00:00:00","174","63","0"
"7731","483.19","16","7","1","6B","27","1981-04-29 00:00:00","185","78","0"
"334828","791.56","376","45","9","8B","10","1992-02-22 00:00:00","171","53","1"
"303","303.00","1","1","1","5A","16","1992-01-17 00:00:00","180","73","0"
"301160","858.01","325","33","10","8C+","15","1990-10-20 00:00:00","169","63","0"
"55093","860.83","64","14","3","8A","18","1986-05-12 00:00:00","182","68","0"
"1815","363.00","5","1","1","6A","20","1983-09-08 00:00:00","177","68","0"
"2012","402.40","5","2","1","6B","16","1992-08-02 00:00:00","187","73","0"
"30516","663.39","46","11","4","7B+","21","1984-11-10 00:00:00","180","68","0"
"17562","627.21","28","5","5","7B+","18","1989-09-28 00:00:00","178","58","0"
"4803","686.14","7","2","3","7B","15","1975-11-19 00:00:00","173","63","0"
"1743","290.50","5","1","1","6A+","25","1984-02-25 00:00:00","176","73","0"
"9945","432.39","23","4","3","6B+","20","1987-03-16 00:00:00","168","63","0"
"3735","622.50","6","3","2","6C+","18","1989-07-31 00:00:00","182","68","0"
"98523","821.03","119","19","7","8B","19","1986-10-14 00:00:00","186","73","0"
"164115","713.54","187","20","5","7C","13","1993-03-20 00:00:00","172","68","0"
"14508","763.58","19","7","2","7C","16","1991-03-09 00:00:00","185","73","0"
"226809","659.33","316","28","10","7C","27","1980-12-02 00:00:00","170","73","0"
"220962","778.04","234","32","6","8A","20","1983-04-25 00:00:00","173","68","0"
"4814","401.17","12","5","1","6C","27","1982-07-01 00:00:00","170","73","0"
"23851","507.47","47","10","2","7A+","22","1987-10-04 00:00:00","182","68","0"
"90856","593.83","143","8","5","7B","28","1976-04-07 00:00:00","180","63","0"
"145527","804.02","172","19","3","8A","27","1978-12-12 00:00:00","183","68","0"
"35084","779.64","45","14","3","7C","26","1980-09-11 00:00:00","170","63","0"
"9311","581.94","13","3","2","6C","24","1984-07-15 00:00:00","180","78","0"
"3441","573.50","6","3","2","6C","24","1984-07-15 00:00:00","180","83","0"
"27121","821.85","32","6","2","7C+","12","1986-11-23 00:00:00","176","73","0"
"4010","1002.50","4","3","3","8A","17","1987-01-22 00:00:00","172","63","0"
"350536","789.50","435","44","9","8C","9","1998-01-05 00:00:00","180","68","0"
"170991","686.71","243","15","9","8B","14","1994-11-09 00:00:00","166","68","0"
"198945","601.04","323","48","7","7B+","22","1986-01-09 00:00:00","167","53","1"
"11150","557.50","20","5","2","6C","22","1985-02-12 00:00:00","180","68","0"
"2740","304.44","8","2","1","5B","22","1987-03-14 00:00:00","172","68","0"
"13400","788.24","17","7","2","7B+","15","1992-07-18 00:00:00","178","68","0"
"6403","492.54","13","1","2","7A+","21","1987-05-05 00:00:00","170","63","0"
"30290","644.47","44","11","3","7B","23","1984-10-27 00:00:00","172","68","0"
"63085","685.71","81","13","3","8A","15","1993-08-21 00:00:00","180","53","0"
"32862","280.87","110","11","5","6B+","35","1973-12-06 00:00:00","180","88","0"
"500","500.00","1","1","1","6B","20","1984-02-22 00:00:00","175","63","0"
"66514","671.86","96","9","6","7C+","15","1990-04-25 00:00:00","180","68","0"
"46072","853.19","52","12","4","8A+","16","1990-01-26 00:00:00","187","68","0"
"2045","1022.50","2","1","1","8A","17","1961-12-30 00:00:00","187","73","0"
"4179","522.38","8","2","2","7A","24","1982-03-31 00:00:00","172","63","0"
"2235","319.29","7","4","1","6A","28","1981-12-26 00:00:00","173","58","1"
"44940","615.62","73","18","5","7A+","28","1979-04-21 00:00:00","193","83","0"
"1250","250.00","5","3","1","5B","22","1986-05-02 00:00:00","172","63","1"
"85147","709.56","117","4","7","7C+","24","1983-05-12 00:00:00","178","63","0"
"126411","599.10","206","18","4","8A","18","1989-03-25 00:00:00","184","73","0"
"43070","797.59","53","6","5","8B+","7","1995-04-03 00:00:00","165","53","0"
"144139","673.55","212","35","8","7C+","26","1979-02-16 00:00:00","181","78","0"
"109666","726.26","146","19","9","8A","16","1991-11-04 00:00:00","179","68","0"
"2384357","744.41","3077","204","9","8A+","14","1992-02-01 00:00:00","170","63","0"
"25118","534.43","45","7","8","7C","18","1983-02-18 00:00:00","163","53","1"
"36071","721.42","49","18","3","7C","24","1983-11-29 00:00:00","180","93","0"
"15256","544.86","27","2","2","6C+","17","1985-09-14 00:00:00","165","63","0"
"669370","918.20","685","64","10","8C+","15","1992-11-08 00:00:00","180","63","0"
"944","314.67","3","1","1","6A","13","1989-07-18 00:00:00","181","83","0"
"8253","1031.63","8","3","3","8C","10","1994-01-28 00:00:00","169","48","1"
"1107","553.50","2","2","1","6C","34","1975-05-02 00:00:00","185","78","0"
"2768","692.00","4","1","1","7B","10","1994-06-07 00:00:00","162","53","0"
"5761","360.06","16","1","2","6B","21","1984-08-02 00:00:00","163","58","1"
"115495","726.38","157","25","5","7C","20","1978-01-11 00:00:00","186","73","0"
"188680","782.90","240","27","9","8A","18","1974-07-10 00:00:00","182","73","0"
"709735","645.21","964","101","11","7C+","36","1970-04-08 00:00:00","183","73","0"
"1701584","965.71","1729","59","9","8C+","16","1975-01-23 00:00:00","163","58","0"
"58251","661.94","81","11","4","7C","14","1992-06-04 00:00:00","178","73","0"
"16210","953.53","17","2","1","8A+","14","1985-12-20 00:00:00","195","83","0"
"21237","558.87","37","7","3","7A+","28","1980-12-31 00:00:00","190","78","0"
"12196","677.56","18","8","5","7B+","13","1988-09-28 00:00:00","154","48","1"
"28154","703.85","39","18","4","7B+","21","1986-08-19 00:00:00","168","63","0"
"53918","657.54","79","3","3","7C","18","1988-04-08 00:00:00","180","78","0"
"48243","910.25","52","13","5","8B+","9","1993-12-19 00:00:00","178","73","0"
"10044","372.00","27","5","2","6A","20","1987-09-27 00:00:00","177","58","1"
"19715","419.47","47","6","2","6C","23","1986-01-17 00:00:00","183","73","0"
"335646","745.88","434","36","8","8A","22","1985-09-20 00:00:00","185","78","0"
"45432","605.76","75","22","3","7B+","24","1976-12-06 00:00:00","180","68","0"
"27370","385.49","71","9","2","6B","22","1985-01-14 00:00:00","182","63","0"
"89640","974.35","92","27","5","8B","12","1985-08-28 00:00:00","180","68","0"
"124456","740.81","139","5","19","7C+","27","1965-10-17 00:00:00","173","63","0"
"44948","599.31","73","14","7","7B","15","1992-07-30 00:00:00","180","83","0"
"18762","721.62","25","11","3","7C+","9","1995-11-14 00:00:00","165","68","0"
"1350","450.00","3","1","1","6A+","16","1976-08-03 00:00:00","182","73","0"
"668931","721.61","920","49","10","8B","16","1991-02-11 00:00:00","170","63","0"
"18533","741.32","25","16","3","7B","17","1983-10-05 00:00:00","150","100","0"
